Serial No.,Timestamp,Temperature (°C),Humidity (%),CO2 (PPM),PM 1 (µg/m³),PM 2.5 (µg/m³),PM 10 (µg/m³)
2470,2026-04-16 16:10:47,27.2,56.0,,,,
2471,2026-04-16 16:10:52,27.2,56.0,,,,
2472,2026-04-16 16:10:57,27.2,56.0,,,,
2473,2026-04-16 16:11:02,27.2,56.0,,,,
2474,2026-04-16 16:11:07,27.2,56.0,,,,
2475,2026-04-16 16:11:12,27.2,55.0,,,,
2476,2026-04-16 16:11:17,27.1,55.0,,,,
2477,2026-04-16 16:11:22,27.2,55.0,,,,
2478,2026-04-16 16:11:27,27.2,55.0,,,,
2479,2026-04-16 16:11:32,27.2,55.0,,,,
2480,2026-04-16 16:11:37,27.2,55.0,,,,
2481,2026-04-16 16:11:42,27.1,55.0,,,,
2482,2026-04-16 16:11:47,27.1,55.0,,,,
2483,2026-04-16 16:11:52,27.1,55.0,,,,
2484,2026-04-16 16:11:57,27.2,55.0,,,,
2485,2026-04-16 16:12:02,27.1,55.0,,,,
2486,2026-04-16 16:12:07,27.1,55.0,,,,
2487,2026-04-16 16:12:12,27.1,55.0,,,,
2488,2026-04-16 16:12:17,27.1,55.0,,,,
2489,2026-04-16 16:12:22,27.2,55.0,,,,
2490,2026-04-16 16:12:27,27.1,55.0,,,,
2491,2026-04-16 16:12:32,27.1,55.0,,,,
2492,2026-04-16 16:12:37,27.1,55.0,,,,
2493,2026-04-16 16:12:42,27.1,55.0,,,,
2494,2026-04-16 16:12:47,27.1,54.0,,,,
2495,2026-04-16 16:12:52,27.1,54.0,,,,
2496,2026-04-16 16:12:57,27.1,54.0,,,,
2497,2026-04-16 16:13:02,27.1,54.0,,,,
2498,2026-04-16 16:13:07,27.1,54.0,,,,
2499,2026-04-16 16:13:12,27.1,54.0,,,,
2500,2026-04-16 16:13:17,27.1,54.0,,,,
2501,2026-04-16 16:13:22,27.1,54.0,,,,
2502,2026-04-16 16:13:27,27.1,54.0,,,,
2503,2026-04-16 16:13:32,27.1,54.0,,,,
2504,2026-04-16 16:13:37,27.1,54.0,,,,
2505,2026-04-16 16:13:42,27.1,54.0,,,,
2506,2026-04-16 16:13:47,27.1,54.0,,,,
2507,2026-04-16 16:13:52,27.1,54.0,,,,
2508,2026-04-16 16:13:57,27.1,54.0,,,,
2509,2026-04-16 16:14:02,27.1,54.0,,,,
2510,2026-04-16 16:14:07,27.1,54.0,,,,
2511,2026-04-16 16:14:12,27.1,54.0,,,,
2512,2026-04-16 16:14:17,27.1,54.0,,,,
2513,2026-04-16 16:14:22,27.1,54.0,,,,
2514,2026-04-16 16:14:27,27.1,54.0,,,,
2515,2026-04-16 16:14:32,27.1,54.0,,,,
2516,2026-04-16 16:14:37,27.1,54.0,,,,
2517,2026-04-16 16:14:42,27.1,54.0,,,,
2518,2026-04-16 16:14:47,27.1,54.0,,,,
2519,2026-04-16 16:14:52,27.1,54.0,,,,
2520,2026-04-16 16:14:57,27.1,54.0,,,,
2521,2026-04-16 16:15:02,27.1,54.0,,,,
2522,2026-04-16 16:15:07,27.1,54.0,,,,
2523,2026-04-16 16:15:12,27.1,54.0,,,,
2524,2026-04-16 16:15:17,27.1,54.0,,,,
2525,2026-04-16 16:15:22,27.1,54.0,,,,
2526,2026-04-16 16:15:27,27.1,54.0,,,,
2527,2026-04-16 16:15:32,27.1,54.0,,,,
2528,2026-04-16 16:15:37,27.1,54.0,,,,
2529,2026-04-16 16:15:42,27.1,54.0,,,,
2530,2026-04-16 16:15:47,27.1,54.0,,,,
2531,2026-04-16 16:15:52,27.1,54.0,,,,
2532,2026-04-16 16:15:57,27.1,54.0,,,,
2533,2026-04-16 16:16:02,27.1,54.0,,,,
2534,2026-04-16 16:16:07,27.1,54.0,,,,
2535,2026-04-16 16:16:12,27.1,54.0,,,,
2536,2026-04-16 16:16:17,27.1,54.0,,,,
2537,2026-04-16 16:16:22,27.1,54.0,,,,
2538,2026-04-16 16:16:27,27.1,54.0,,,,
2539,2026-04-16 16:16:32,27.1,54.0,,,,
2540,2026-04-16 16:16:37,27.1,54.0,,,,
2541,2026-04-16 16:16:42,27.1,54.0,,,,
2542,2026-04-16 16:16:47,27.1,54.0,,,,
2543,2026-04-16 16:16:52,27.1,54.0,,,,
2544,2026-04-16 16:16:57,27.1,53.0,,,,
2545,2026-04-16 16:17:02,27.1,53.0,,,,
2546,2026-04-16 16:17:07,27.1,53.0,,,,
2547,2026-04-16 16:17:12,27.1,53.0,,,,
2548,2026-04-16 16:17:17,27.1,53.0,,,,
2549,2026-04-16 16:17:22,27.1,53.0,,,,
2550,2026-04-16 16:17:27,27.1,53.0,,,,
2551,2026-04-16 16:17:32,27.1,53.0,,,,
2552,2026-04-16 16:17:37,27.1,53.0,,,,
2553,2026-04-16 16:17:42,27.1,53.0,,,,
2554,2026-04-16 16:17:47,27.1,53.0,,,,
2555,2026-04-16 16:17:52,27.1,53.0,,,,
2556,2026-04-16 16:17:57,27.1,53.0,,,,
2557,2026-04-16 16:18:02,27.1,53.0,,,,
2558,2026-04-16 16:18:07,27.1,53.0,,,,
2559,2026-04-16 16:18:12,27.1,53.0,,,,
2560,2026-04-16 16:18:17,27.1,53.0,,,,
2561,2026-04-16 16:18:22,27.1,53.0,,,,
2562,2026-04-16 16:18:27,27.1,53.0,,,,
2563,2026-04-16 16:18:32,27.1,53.0,,,,
2564,2026-04-16 16:18:37,27.1,53.0,,,,
2565,2026-04-16 16:18:42,27.1,53.0,,,,
2566,2026-04-16 16:18:47,27.1,53.0,,,,
2567,2026-04-16 16:18:52,27.1,53.0,,,,
2568,2026-04-16 16:18:57,27.1,53.0,,,,
2569,2026-04-16 16:19:02,27.1,53.0,,,,
2570,2026-04-16 16:19:07,27.1,53.0,,,,
2571,2026-04-16 16:19:12,27.1,53.0,,,,
2572,2026-04-16 16:19:17,27.1,53.0,,,,
2573,2026-04-16 16:19:22,27.1,53.0,,,,
2574,2026-04-16 16:19:27,27.1,53.0,,,,
2575,2026-04-16 16:19:32,27.1,53.0,,,,
2576,2026-04-16 16:19:37,27.1,53.0,,,,
2577,2026-04-16 16:19:42,26.9,53.0,,,,
2578,2026-04-16 16:19:47,26.8,53.0,,,,
2579,2026-04-16 16:19:52,26.8,53.0,,,,
2580,2026-04-16 16:19:57,26.7,53.0,,,,
2581,2026-04-16 16:20:02,26.8,53.0,,,,
2582,2026-04-16 16:20:07,26.8,53.0,,,,
2583,2026-04-16 16:20:12,26.8,53.0,,,,
2584,2026-04-16 16:20:17,26.7,53.0,,,,
2585,2026-04-16 16:20:22,26.7,53.0,,,,
2586,2026-04-16 16:20:27,26.7,53.0,,,,
2587,2026-04-16 16:20:32,26.7,53.0,,,,
2588,2026-04-16 16:20:37,26.7,53.0,,,,
2589,2026-04-16 16:20:42,26.7,53.0,,,,
2590,2026-04-16 16:20:47,26.7,53.0,,,,
2591,2026-04-16 16:20:52,26.7,53.0,,,,
2592,2026-04-16 16:20:57,26.7,53.0,,,,
2593,2026-04-16 16:21:02,26.8,53.0,,,,
2594,2026-04-16 16:21:07,26.8,53.0,,,,
2595,2026-04-16 16:21:12,26.8,53.0,,,,
2596,2026-04-16 16:21:17,26.7,53.0,,,,
2597,2026-04-16 16:21:22,26.7,53.0,,,,
2598,2026-04-16 16:21:27,26.7,53.0,,,,
2599,2026-04-16 16:21:32,26.7,53.0,,,,
2600,2026-04-16 16:21:37,26.7,53.0,,,,
2601,2026-04-16 16:21:42,26.7,53.0,,,,
2602,2026-04-16 16:21:47,26.7,53.0,,,,
2603,2026-04-16 16:21:52,26.7,53.0,,,,
2604,2026-04-16 16:21:57,26.7,53.0,,,,
2605,2026-04-16 16:22:02,26.7,53.0,,,,
2606,2026-04-16 16:22:07,26.7,53.0,,,,
2607,2026-04-16 16:22:12,26.7,53.0,,,,
2608,2026-04-16 16:22:17,26.7,53.0,,,,
2609,2026-04-16 16:22:22,26.7,53.0,,,,
2610,2026-04-16 16:22:27,26.7,53.0,,,,
2611,2026-04-16 16:22:32,26.7,53.0,,,,
2612,2026-04-16 16:22:37,26.7,53.0,,,,
2613,2026-04-16 16:22:42,26.7,53.0,,,,
2614,2026-04-16 16:22:47,26.7,53.0,,,,
2615,2026-04-16 16:22:52,26.7,53.0,,,,
2616,2026-04-16 16:22:57,26.7,53.0,,,,
2617,2026-04-16 16:23:02,26.7,53.0,,,,
2618,2026-04-16 16:23:07,26.7,53.0,,,,
2619,2026-04-16 16:23:12,26.7,53.0,,,,
2620,2026-04-16 16:23:17,26.7,53.0,,,,
2621,2026-04-16 16:23:22,26.7,53.0,,,,
2622,2026-04-16 16:23:27,26.7,53.0,,,,
2623,2026-04-16 16:23:32,26.7,53.0,,,,
2624,2026-04-16 16:23:37,26.7,53.0,,,,
2625,2026-04-16 16:23:42,26.7,53.0,,,,
2626,2026-04-16 16:23:47,26.7,53.0,,,,
2627,2026-04-16 16:23:52,26.7,53.0,,,,
2628,2026-04-16 16:23:57,26.7,53.0,,,,
2629,2026-04-16 16:24:02,26.7,53.0,,,,
2630,2026-04-16 16:24:07,26.7,53.0,,,,
2631,2026-04-16 16:24:12,26.7,53.0,,,,
2632,2026-04-16 16:24:17,26.7,53.0,,,,
2633,2026-04-16 16:24:22,26.7,53.0,,,,
2634,2026-04-16 16:24:27,26.7,53.0,,,,
2635,2026-04-16 16:24:32,26.7,53.0,,,,
2636,2026-04-16 16:24:37,26.7,53.0,,,,
2637,2026-04-16 16:24:42,26.7,53.0,,,,
2638,2026-04-16 16:24:47,26.7,53.0,,,,
2639,2026-04-16 16:24:52,26.7,53.0,,,,
2640,2026-04-16 16:24:57,26.7,53.0,,,,
2641,2026-04-16 16:25:02,26.7,53.0,,,,
2642,2026-04-16 16:25:07,26.7,53.0,,,,
2643,2026-04-16 16:25:12,26.7,53.0,,,,
2644,2026-04-16 16:25:17,26.7,53.0,,,,
2645,2026-04-16 16:25:22,26.7,52.0,,,,
2646,2026-04-16 16:25:27,26.7,52.0,,,,
2647,2026-04-16 16:25:32,26.7,52.0,,,,
2648,2026-04-16 16:25:37,26.7,52.0,,,,
2649,2026-04-16 16:25:42,26.7,52.0,,,,
2650,2026-04-16 16:25:47,26.7,52.0,,,,
2651,2026-04-16 16:25:52,26.7,52.0,,,,
2652,2026-04-16 16:25:57,26.7,52.0,,,,
2653,2026-04-16 16:26:02,26.7,52.0,,,,
2654,2026-04-16 16:26:07,26.7,52.0,,,,
2655,2026-04-16 16:26:12,26.7,52.0,,,,
2656,2026-04-16 16:26:17,26.7,52.0,,,,
2657,2026-04-16 16:26:22,26.7,52.0,,,,
2658,2026-04-16 16:26:27,26.7,52.0,,,,
2659,2026-04-16 16:26:32,26.7,52.0,,,,
2660,2026-04-16 16:26:37,26.7,52.0,,,,
2661,2026-04-16 16:26:42,26.7,52.0,,,,
2662,2026-04-16 16:26:47,26.7,52.0,,,,
2663,2026-04-16 16:26:52,26.7,52.0,,,,
2664,2026-04-16 16:26:57,26.7,52.0,,,,
2665,2026-04-16 16:27:02,26.7,52.0,,,,
2666,2026-04-16 16:27:07,26.7,52.0,,,,
2667,2026-04-16 16:27:12,26.7,52.0,,,,
2668,2026-04-16 16:27:17,26.7,52.0,,,,
2669,2026-04-16 16:27:22,26.7,52.0,,,,
2670,2026-04-16 16:27:27,26.7,52.0,,,,
2671,2026-04-16 16:27:32,26.7,52.0,,,,
2672,2026-04-16 16:27:37,26.7,52.0,,,,
2673,2026-04-16 16:27:42,26.7,52.0,,,,
2674,2026-04-16 16:27:47,26.7,52.0,,,,
2675,2026-04-16 16:27:52,26.7,52.0,,,,
2676,2026-04-16 16:27:57,26.7,52.0,,,,
2677,2026-04-16 16:28:02,26.7,52.0,,,,
2678,2026-04-16 16:28:07,26.7,52.0,,,,
2679,2026-04-16 16:28:12,26.7,52.0,,,,
2680,2026-04-16 16:28:17,26.7,52.0,,,,
2681,2026-04-16 16:28:22,26.7,52.0,,,,
2682,2026-04-16 16:28:27,26.7,52.0,,,,
2683,2026-04-16 16:28:32,26.7,52.0,,,,
2684,2026-04-16 16:28:37,26.7,52.0,,,,
2685,2026-04-16 16:28:42,26.7,52.0,,,,
2686,2026-04-16 16:28:47,26.7,52.0,,,,
2687,2026-04-16 16:28:52,26.7,52.0,,,,
2688,2026-04-16 16:28:57,26.7,52.0,,,,
2689,2026-04-16 16:29:02,26.7,52.0,,,,
2690,2026-04-16 16:29:07,26.7,52.0,,,,
2691,2026-04-16 16:29:12,26.7,52.0,,,,
2692,2026-04-16 16:29:17,26.7,52.0,,,,
2693,2026-04-16 16:29:23,26.7,52.0,,,,
2694,2026-04-16 16:29:27,26.7,52.0,,,,
2695,2026-04-16 16:29:32,26.7,52.0,,,,
2696,2026-04-16 16:29:37,26.7,52.0,,,,
2697,2026-04-16 16:29:42,26.7,52.0,,,,
2698,2026-04-16 16:29:47,26.7,52.0,,,,
2699,2026-04-16 16:29:52,26.7,52.0,,,,
2700,2026-04-16 16:29:57,26.7,52.0,,,,
2701,2026-04-16 16:30:02,26.7,52.0,,,,
2702,2026-04-16 16:30:07,26.7,52.0,,,,
2703,2026-04-16 16:30:12,26.7,52.0,,,,
2704,2026-04-16 16:30:17,26.7,52.0,,,,
2705,2026-04-16 16:30:22,26.7,52.0,,,,
2706,2026-04-16 16:30:27,26.7,52.0,,,,
2707,2026-04-16 16:30:32,26.7,52.0,,,,
2708,2026-04-16 16:30:37,26.7,52.0,,,,
2709,2026-04-16 16:30:42,26.7,52.0,,,,
2710,2026-04-16 16:30:47,26.7,52.0,,,,
2711,2026-04-16 16:30:52,26.7,52.0,,,,
2712,2026-04-16 16:30:57,26.7,52.0,,,,
2713,2026-04-16 16:31:02,26.7,52.0,,,,
2714,2026-04-16 16:31:07,26.7,52.0,,,,
2715,2026-04-16 16:31:12,26.7,52.0,,,,
2716,2026-04-16 16:31:17,26.7,52.0,,,,
2717,2026-04-16 16:31:22,26.7,52.0,,,,
2718,2026-04-16 16:31:27,26.7,52.0,,,,
2719,2026-04-16 16:31:32,26.7,52.0,,,,
2720,2026-04-16 16:31:37,26.7,52.0,,,,
2721,2026-04-16 16:31:42,26.7,52.0,,,,
2722,2026-04-16 16:31:47,26.7,52.0,,,,
2723,2026-04-16 16:31:52,26.7,52.0,,,,
2724,2026-04-16 16:31:57,26.7,52.0,,,,
2725,2026-04-16 16:32:02,26.7,52.0,,,,
2726,2026-04-16 16:32:07,26.7,52.0,,,,
2727,2026-04-16 16:32:12,26.7,52.0,,,,
2728,2026-04-16 16:32:17,26.7,52.0,,,,
2729,2026-04-16 16:32:22,26.7,52.0,,,,
2730,2026-04-16 16:32:27,26.7,52.0,,,,
2731,2026-04-16 16:32:32,26.7,52.0,,,,
2732,2026-04-16 16:32:37,26.7,52.0,,,,
2733,2026-04-16 16:32:42,26.7,52.0,,,,
2734,2026-04-16 16:32:47,26.7,52.0,,,,
2735,2026-04-16 16:32:52,26.7,52.0,,,,
2736,2026-04-16 16:32:57,26.7,52.0,,,,
2737,2026-04-16 16:33:02,26.7,52.0,,,,
2738,2026-04-16 16:33:07,26.7,52.0,,,,
2739,2026-04-16 16:33:12,26.7,52.0,,,,
2740,2026-04-16 16:33:17,26.7,52.0,,,,
2741,2026-04-16 16:33:22,26.7,52.0,,,,
2742,2026-04-16 16:33:27,26.7,52.0,,,,
2743,2026-04-16 16:33:32,26.7,52.0,,,,
2744,2026-04-16 16:33:37,26.7,52.0,,,,
2745,2026-04-16 16:33:42,26.7,52.0,,,,
2746,2026-04-16 16:33:47,26.7,52.0,,,,
2747,2026-04-16 16:33:52,26.7,52.0,,,,
2748,2026-04-16 16:33:57,26.7,52.0,,,,
2749,2026-04-16 16:34:02,26.7,52.0,,,,
2750,2026-04-16 16:34:07,26.7,52.0,,,,
2751,2026-04-16 16:34:12,26.7,52.0,,,,
2752,2026-04-16 16:34:17,26.7,52.0,,,,
2753,2026-04-16 16:34:22,26.7,52.0,,,,
2754,2026-04-16 16:34:27,26.7,52.0,,,,
2755,2026-04-16 16:34:32,26.7,52.0,,,,
2756,2026-04-16 16:34:37,26.7,52.0,,,,
2757,2026-04-16 16:34:42,26.7,52.0,,,,
2758,2026-04-16 16:34:47,26.7,52.0,,,,
2759,2026-04-16 16:34:52,26.7,52.0,,,,
2760,2026-04-16 16:34:57,26.7,52.0,,,,
2761,2026-04-16 16:35:02,26.7,52.0,,,,
2762,2026-04-16 16:35:07,26.7,52.0,,,,
2763,2026-04-16 16:35:12,26.7,52.0,,,,
2764,2026-04-16 16:35:17,26.7,52.0,,,,
2765,2026-04-16 16:35:22,26.7,52.0,,,,
2766,2026-04-16 16:35:27,26.7,52.0,,,,
2767,2026-04-16 16:35:32,26.7,52.0,,,,
2768,2026-04-16 16:35:37,26.7,52.0,,,,
2769,2026-04-16 16:35:42,26.7,52.0,,,,
2770,2026-04-16 16:35:47,26.7,52.0,,,,
2771,2026-04-16 16:35:52,26.7,52.0,,,,
2772,2026-04-16 16:35:57,26.7,52.0,,,,
2773,2026-04-16 16:36:02,26.7,52.0,,,,
2774,2026-04-16 16:36:07,26.7,52.0,,,,
2775,2026-04-16 16:36:12,26.7,52.0,,,,
2776,2026-04-16 16:36:17,26.7,52.0,,,,
2777,2026-04-16 16:36:22,26.7,52.0,,,,
2778,2026-04-16 16:36:27,26.7,52.0,,,,
2779,2026-04-16 16:36:32,26.7,52.0,,,,
2780,2026-04-16 16:36:37,26.7,52.0,,,,
2781,2026-04-16 16:36:42,26.7,52.0,,,,
2782,2026-04-16 16:36:47,26.7,52.0,,,,
2783,2026-04-16 16:36:52,26.7,52.0,,,,
2784,2026-04-16 16:36:57,26.7,52.0,,,,
2785,2026-04-16 16:37:02,26.7,52.0,,,,
2786,2026-04-16 16:37:07,26.7,52.0,,,,
2787,2026-04-16 16:37:12,26.7,52.0,,,,
2788,2026-04-16 16:37:17,26.7,52.0,,,,
2789,2026-04-16 16:37:22,26.7,52.0,,,,
2790,2026-04-16 16:37:27,26.7,52.0,,,,
2791,2026-04-16 16:37:32,26.7,52.0,,,,
2792,2026-04-16 16:37:37,26.7,52.0,,,,
2793,2026-04-16 16:37:42,26.7,52.0,,,,
2794,2026-04-16 16:37:47,26.7,52.0,,,,
2795,2026-04-16 16:37:52,26.7,52.0,,,,
2796,2026-04-16 16:37:57,26.7,52.0,,,,
2797,2026-04-16 16:38:02,26.7,52.0,,,,
2798,2026-04-16 16:38:07,26.7,52.0,,,,
2799,2026-04-16 16:38:12,26.7,52.0,,,,
2800,2026-04-16 16:38:17,26.7,52.0,,,,
2801,2026-04-16 16:38:22,26.7,52.0,,,,
2802,2026-04-16 16:38:27,26.7,52.0,,,,
2803,2026-04-16 16:38:32,26.7,52.0,,,,
2804,2026-04-16 16:38:37,26.7,52.0,,,,
2805,2026-04-16 16:38:42,26.7,52.0,,,,
2806,2026-04-16 16:38:47,26.7,52.0,,,,
2807,2026-04-16 16:38:52,26.7,52.0,,,,
2808,2026-04-16 16:38:57,26.6,52.0,,,,
2809,2026-04-16 16:39:02,26.6,51.0,,,,
2810,2026-04-16 16:39:07,26.6,51.0,,,,
2811,2026-04-16 16:39:12,26.4,51.0,,,,
2812,2026-04-16 16:39:17,26.3,51.0,,,,
2813,2026-04-16 16:39:22,26.3,51.0,,,,
2814,2026-04-16 16:39:27,26.3,51.0,,,,
2815,2026-04-16 16:39:32,26.3,51.0,,,,
2816,2026-04-16 16:39:37,26.3,51.0,,,,
2817,2026-04-16 16:39:42,26.3,51.0,,,,
2818,2026-04-16 16:39:47,26.3,51.0,,,,
2819,2026-04-16 16:39:52,26.3,51.0,,,,
2820,2026-04-16 16:39:57,26.2,51.0,,,,
2821,2026-04-16 16:40:02,26.2,51.0,,,,
2822,2026-04-16 16:40:07,26.3,51.0,,,,
2823,2026-04-16 16:40:12,26.3,51.0,,,,
2824,2026-04-16 16:40:17,26.3,51.0,,,,
2825,2026-04-16 16:40:22,26.3,51.0,,,,
2826,2026-04-16 16:40:27,26.2,51.0,,,,
2827,2026-04-16 16:40:32,26.2,51.0,,,,
2828,2026-04-16 16:40:37,26.2,51.0,,,,
2829,2026-04-16 16:40:42,26.2,51.0,,,,
2830,2026-04-16 16:40:47,26.2,51.0,,,,
2831,2026-04-16 16:40:52,26.2,51.0,,,,
2832,2026-04-16 16:40:57,26.2,51.0,,,,
2833,2026-04-16 16:41:02,26.2,51.0,,,,
2834,2026-04-16 16:41:07,26.2,51.0,,,,
2835,2026-04-16 16:41:12,26.2,51.0,,,,
2836,2026-04-16 16:41:17,26.2,51.0,,,,
2837,2026-04-16 16:41:22,26.2,51.0,,,,
2838,2026-04-16 16:41:27,26.2,51.0,,,,
2839,2026-04-16 16:41:32,26.2,51.0,,,,
2840,2026-04-16 16:41:37,26.2,51.0,,,,
2841,2026-04-16 16:41:42,26.2,51.0,,,,
2842,2026-04-16 16:41:47,26.2,51.0,,,,
2843,2026-04-16 16:41:52,26.2,51.0,,,,
2844,2026-04-16 16:41:57,26.2,51.0,,,,
2845,2026-04-16 16:42:02,26.2,51.0,,,,
2846,2026-04-16 16:42:07,26.2,51.0,,,,
2847,2026-04-16 16:42:12,26.2,51.0,,,,
2848,2026-04-16 16:42:17,26.2,51.0,,,,
2849,2026-04-16 16:42:22,26.2,51.0,,,,
2850,2026-04-16 16:42:27,26.2,51.0,,,,
2851,2026-04-16 16:42:32,26.2,51.0,,,,
2852,2026-04-16 16:42:37,26.2,51.0,,,,
2853,2026-04-16 16:42:42,26.2,51.0,,,,
2854,2026-04-16 16:42:47,26.2,51.0,,,,
2855,2026-04-16 16:42:52,26.2,51.0,,,,
2856,2026-04-16 16:42:57,26.2,51.0,,,,
2857,2026-04-16 16:43:02,26.2,51.0,,,,
2858,2026-04-16 16:43:07,26.2,51.0,,,,
2859,2026-04-16 16:43:12,26.2,51.0,,,,
2860,2026-04-16 16:43:17,26.2,51.0,,,,
2861,2026-04-16 16:43:22,26.2,51.0,,,,
2862,2026-04-16 16:43:27,26.2,51.0,,,,
2863,2026-04-16 16:43:32,26.2,51.0,,,,
2864,2026-04-16 16:43:37,26.2,51.0,,,,
2865,2026-04-16 16:43:42,26.2,51.0,,,,
2866,2026-04-16 16:43:47,26.2,51.0,,,,
2867,2026-04-16 16:43:52,26.2,51.0,,,,
2868,2026-04-16 16:43:57,26.2,51.0,,,,
2869,2026-04-16 16:44:02,26.2,51.0,,,,
2870,2026-04-16 16:44:07,26.3,51.0,,,,
2871,2026-04-16 16:44:12,26.2,51.0,,,,
2872,2026-04-16 16:44:17,26.3,51.0,,,,
2873,2026-04-16 16:44:22,26.2,51.0,,,,
2874,2026-04-16 16:44:27,26.2,51.0,,,,
2875,2026-04-16 16:44:32,26.3,51.0,,,,
2876,2026-04-16 16:44:37,26.2,51.0,,,,
2877,2026-04-16 16:44:42,26.3,51.0,,,,
2878,2026-04-16 16:44:47,26.2,51.0,,,,
2879,2026-04-16 16:44:52,26.2,51.0,,,,
2880,2026-04-16 16:44:57,26.3,51.0,,,,
2881,2026-04-16 16:45:02,26.3,51.0,,,,
2882,2026-04-16 16:45:07,26.3,51.0,,,,
2883,2026-04-16 16:45:12,26.3,51.0,,,,
2884,2026-04-16 16:45:17,26.3,51.0,,,,
2885,2026-04-16 16:45:22,26.3,51.0,,,,
2886,2026-04-16 16:45:27,26.2,51.0,,,,
2887,2026-04-16 16:45:32,26.3,51.0,,,,
2888,2026-04-16 16:45:37,26.2,51.0,,,,
2889,2026-04-16 16:45:42,26.3,51.0,,,,
2890,2026-04-16 16:45:47,26.3,51.0,,,,
2891,2026-04-16 16:45:52,26.2,51.0,,,,
2892,2026-04-16 16:45:57,26.2,51.0,,,,
2893,2026-04-16 16:46:02,26.2,51.0,,,,
2894,2026-04-16 16:46:07,26.2,51.0,,,,
2895,2026-04-16 16:46:12,26.2,51.0,,,,
2896,2026-04-16 16:46:17,26.2,51.0,,,,
2897,2026-04-16 16:46:22,26.2,51.0,,,,
2898,2026-04-16 16:46:27,26.2,51.0,,,,
2899,2026-04-16 16:46:32,26.2,51.0,,,,
2900,2026-04-16 16:46:37,26.2,51.0,,,,
2901,2026-04-16 16:46:42,26.2,51.0,,,,
2902,2026-04-16 16:46:47,26.2,51.0,,,,
2903,2026-04-16 16:46:52,26.2,51.0,,,,
2904,2026-04-16 16:46:57,26.2,51.0,,,,
2905,2026-04-16 16:47:02,26.2,51.0,,,,
2906,2026-04-16 16:47:07,26.2,51.0,,,,
2907,2026-04-16 16:47:12,26.2,51.0,,,,
2908,2026-04-16 16:47:17,26.2,51.0,,,,
2909,2026-04-16 16:47:22,26.2,51.0,,,,
2910,2026-04-16 16:47:27,26.2,51.0,,,,
2911,2026-04-16 16:47:32,26.2,51.0,,,,
2912,2026-04-16 16:47:37,26.2,51.0,,,,
2913,2026-04-16 16:47:42,26.2,51.0,,,,
2914,2026-04-16 16:47:47,26.2,51.0,,,,
2915,2026-04-16 16:47:52,26.2,51.0,,,,
2916,2026-04-16 16:47:57,26.2,51.0,,,,
2917,2026-04-16 16:48:02,26.2,51.0,,,,
2918,2026-04-16 16:48:07,26.2,52.0,,,,
2919,2026-04-16 16:48:12,26.2,51.0,,,,
2920,2026-04-16 16:48:17,26.2,51.0,,,,
2921,2026-04-16 16:48:22,26.2,51.0,,,,
2922,2026-04-16 16:48:27,26.2,51.0,,,,
2923,2026-04-16 16:48:32,26.2,51.0,,,,
2924,2026-04-16 16:48:37,26.3,51.0,,,,
2925,2026-04-16 16:48:42,26.2,51.0,,,,
2926,2026-04-16 16:48:47,26.3,51.0,,,,
2927,2026-04-16 16:48:52,26.3,51.0,,,,
2928,2026-04-16 16:48:57,26.3,51.0,,,,
2929,2026-04-16 16:49:02,26.2,51.0,,,,
2930,2026-04-16 16:49:07,26.3,51.0,,,,
2931,2026-04-16 16:49:12,26.2,52.0,,,,
2932,2026-04-16 16:49:17,26.3,52.0,,,,
2933,2026-04-16 16:49:22,26.2,51.0,,,,
2934,2026-04-16 16:49:27,26.2,51.0,,,,
2935,2026-04-16 16:49:32,26.2,51.0,,,,
2936,2026-04-16 16:49:37,26.2,51.0,,,,
2937,2026-04-16 16:49:42,26.2,51.0,,,,
2938,2026-04-16 16:49:47,26.2,51.0,,,,
2939,2026-04-16 16:49:52,26.2,51.0,,,,
2940,2026-04-16 16:49:57,26.2,51.0,,,,
2941,2026-04-16 16:50:02,26.2,51.0,,,,
2942,2026-04-16 16:50:07,26.2,51.0,,,,
2943,2026-04-16 16:50:12,26.2,51.0,,,,
2944,2026-04-16 16:50:17,26.2,51.0,,,,
2945,2026-04-16 16:50:22,26.2,51.0,,,,
2946,2026-04-16 16:50:27,26.2,51.0,,,,
2947,2026-04-16 16:50:32,26.2,51.0,,,,
2948,2026-04-16 16:50:37,26.2,51.0,,,,
2949,2026-04-16 16:50:42,26.2,51.0,,,,
2950,2026-04-16 16:50:47,26.2,51.0,,,,
2951,2026-04-16 16:50:52,26.2,51.0,,,,
2952,2026-04-16 16:50:57,26.2,51.0,,,,
2953,2026-04-16 16:51:02,26.2,51.0,,,,
2954,2026-04-16 16:51:07,26.2,51.0,,,,
2955,2026-04-16 16:51:12,26.2,51.0,,,,
2956,2026-04-16 16:51:17,26.2,51.0,,,,
2957,2026-04-16 16:51:22,26.2,51.0,,,,
2958,2026-04-16 16:51:27,26.2,51.0,,,,
2959,2026-04-16 16:51:32,26.2,51.0,,,,
2960,2026-04-16 16:51:37,26.2,51.0,,,,
2961,2026-04-16 16:51:42,26.2,51.0,,,,
2962,2026-04-16 16:51:47,26.2,51.0,,,,
2963,2026-04-16 16:51:52,26.2,51.0,,,,
2964,2026-04-16 16:51:57,26.2,51.0,,,,
2965,2026-04-16 16:52:02,26.2,51.0,,,,
2966,2026-04-16 16:52:07,26.2,51.0,,,,
