Serial No.,Timestamp,Temperature (°C),Humidity (%),CO2 (PPM),PM 1 (µg/m³),PM 2.5 (µg/m³),PM 10 (µg/m³)
5324,2026-04-17 13:54:51,28.9,44.0,,,,
5325,2026-04-17 13:54:56,28.9,44.0,,,,
5326,2026-04-17 13:55:01,28.9,44.0,,,,
5327,2026-04-17 13:55:06,28.9,44.0,,,,
5328,2026-04-17 13:55:11,28.9,44.0,,,,
5329,2026-04-17 13:55:16,28.9,44.0,,,,
5330,2026-04-17 13:55:21,28.9,44.0,,,,
5331,2026-04-17 13:55:26,28.9,44.0,,,,
5332,2026-04-17 13:55:31,28.9,44.0,,,,
5333,2026-04-17 13:55:36,28.9,44.0,,,,
5334,2026-04-17 13:55:41,28.9,43.0,,,,
5335,2026-04-17 13:55:46,28.9,43.0,,,,
5336,2026-04-17 13:55:51,28.9,44.0,,,,
5337,2026-04-17 13:55:56,28.9,46.0,,,,
5338,2026-04-17 13:56:01,28.9,45.0,,,,
5339,2026-04-17 13:56:06,28.9,44.0,,,,
5340,2026-04-17 13:56:11,28.9,44.0,,,,
5341,2026-04-17 13:56:16,28.9,43.0,,,,
5342,2026-04-17 13:56:21,28.5,44.0,,,,
5343,2026-04-17 13:56:26,28.5,44.0,,,,
5344,2026-04-17 13:56:31,28.5,44.0,,,,
5345,2026-04-17 13:56:36,28.5,43.0,,,,
5346,2026-04-17 13:56:41,28.5,44.0,,,,
5347,2026-04-17 13:56:46,28.5,43.0,,,,
5348,2026-04-17 13:56:51,28.5,43.0,,,,
5349,2026-04-17 13:56:56,28.5,43.0,,,,
5350,2026-04-17 13:57:01,28.5,43.0,,,,
5351,2026-04-17 13:57:06,28.5,43.0,,,,
5352,2026-04-17 13:57:11,28.1,43.0,,,,
5353,2026-04-17 13:57:16,28.1,43.0,,,,
5354,2026-04-17 13:57:21,28.0,43.0,,,,
5355,2026-04-17 13:57:26,28.0,43.0,,,,
5356,2026-04-17 13:57:31,28.0,43.0,,,,
5357,2026-04-17 13:57:36,28.0,43.0,,,,
5358,2026-04-17 13:57:41,28.0,43.0,,,,
5359,2026-04-17 13:57:46,28.0,43.0,,,,
5360,2026-04-17 13:57:51,28.0,43.0,,,,
5361,2026-04-17 13:57:56,27.6,44.0,,,,
5362,2026-04-17 13:58:01,27.6,44.0,,,,
5363,2026-04-17 13:58:06,27.6,44.0,,,,
5364,2026-04-17 13:58:11,27.6,44.0,,,,
5365,2026-04-17 13:58:16,27.6,44.0,,,,
5366,2026-04-17 13:58:21,27.6,44.0,,,,
5367,2026-04-17 13:58:26,27.6,44.0,,,,
5368,2026-04-17 13:58:31,27.6,44.0,,,,
5369,2026-04-17 13:58:36,27.6,44.0,,,,
5370,2026-04-17 13:58:41,27.6,44.0,,,,
5371,2026-04-17 13:58:46,27.6,44.0,,,,
5372,2026-04-17 13:58:51,27.6,44.0,,,,
5373,2026-04-17 13:58:56,27.6,44.0,,,,
5374,2026-04-17 13:59:01,27.6,44.0,,,,
5375,2026-04-17 13:59:06,27.2,44.0,,,,
5376,2026-04-17 13:59:11,27.2,44.0,,,,
5377,2026-04-17 13:59:16,27.1,44.0,,,,
5378,2026-04-17 13:59:21,27.1,44.0,,,,
5379,2026-04-17 13:59:26,27.2,44.0,,,,
5380,2026-04-17 13:59:31,27.1,44.0,,,,
5381,2026-04-17 13:59:36,27.1,44.0,,,,
5382,2026-04-17 13:59:41,27.1,44.0,,,,
5383,2026-04-17 13:59:46,27.1,44.0,,,,
5384,2026-04-17 13:59:51,27.1,44.0,,,,
5385,2026-04-17 13:59:56,27.1,44.0,,,,
5386,2026-04-17 14:00:01,27.1,44.0,,,,
5387,2026-04-17 14:00:06,27.1,44.0,,,,
5388,2026-04-17 14:00:11,27.1,44.0,,,,
5389,2026-04-17 14:00:16,27.1,44.0,,,,
5390,2026-04-17 14:00:21,27.1,44.0,,,,
5391,2026-04-17 14:00:26,27.1,44.0,,,,
5392,2026-04-17 14:00:31,27.1,44.0,,,,
5393,2026-04-17 14:00:36,27.1,44.0,,,,
5394,2026-04-17 14:00:41,27.1,44.0,,,,
5395,2026-04-17 14:00:46,27.1,44.0,,,,
5396,2026-04-17 14:00:51,27.1,44.0,,,,
5397,2026-04-17 14:00:56,27.1,44.0,,,,
5398,2026-04-17 14:01:01,27.1,44.0,,,,
5399,2026-04-17 14:01:06,27.1,44.0,,,,
5400,2026-04-17 14:01:11,27.1,44.0,,,,
5401,2026-04-17 14:01:16,27.1,44.0,,,,
5402,2026-04-17 14:01:21,27.1,44.0,,,,
5403,2026-04-17 14:01:26,27.1,44.0,,,,
5404,2026-04-17 14:01:31,27.1,44.0,,,,
5405,2026-04-17 14:01:36,27.1,44.0,,,,
5406,2026-04-17 14:01:41,27.1,44.0,,,,
5407,2026-04-17 14:01:46,27.1,44.0,,,,
5408,2026-04-17 14:01:51,27.1,44.0,,,,
5409,2026-04-17 14:01:56,26.7,44.0,,,,
5410,2026-04-17 14:02:01,26.7,44.0,,,,
5411,2026-04-17 14:02:06,26.7,44.0,,,,
5412,2026-04-17 14:02:11,26.7,44.0,,,,
5413,2026-04-17 14:02:16,26.7,44.0,,,,
5414,2026-04-17 14:02:21,26.7,44.0,,,,
5415,2026-04-17 14:02:26,26.8,44.0,,,,
5416,2026-04-17 14:02:31,26.8,44.0,,,,
5417,2026-04-17 14:02:36,26.8,44.0,,,,
5418,2026-04-17 14:02:41,26.8,45.0,,,,
5419,2026-04-17 14:02:46,27.0,45.0,,,,
5420,2026-04-17 14:02:51,27.1,44.0,,,,
5421,2026-04-17 14:02:56,27.1,44.0,,,,
5422,2026-04-17 14:03:01,27.1,44.0,,,,
5423,2026-04-17 14:03:06,27.0,44.0,,,,
5424,2026-04-17 14:03:11,26.8,44.0,,,,
5425,2026-04-17 14:03:16,26.7,44.0,,,,
5426,2026-04-17 14:03:21,26.7,44.0,,,,
5427,2026-04-17 14:03:26,26.7,44.0,,,,
5428,2026-04-17 14:03:31,26.7,44.0,,,,
5429,2026-04-17 14:03:36,26.7,44.0,,,,
5430,2026-04-17 14:03:41,26.7,44.0,,,,
5431,2026-04-17 14:03:46,26.7,44.0,,,,
5432,2026-04-17 14:03:51,26.7,44.0,,,,
5433,2026-04-17 14:03:56,26.7,44.0,,,,
5434,2026-04-17 14:04:01,26.7,45.0,,,,
5435,2026-04-17 14:04:06,26.7,44.0,,,,
5436,2026-04-17 14:04:11,26.7,45.0,,,,
5437,2026-04-17 14:04:16,26.7,44.0,,,,
5438,2026-04-17 14:04:21,26.7,44.0,,,,
5439,2026-04-17 14:04:26,26.7,44.0,,,,
5440,2026-04-17 14:04:31,26.7,44.0,,,,
5441,2026-04-17 14:04:36,26.7,44.0,,,,
5442,2026-04-17 14:04:41,26.7,44.0,,,,
5443,2026-04-17 14:04:46,26.7,44.0,,,,
5444,2026-04-17 14:04:51,26.7,44.0,,,,
5445,2026-04-17 14:04:56,26.7,44.0,,,,
5446,2026-04-17 14:05:01,26.7,44.0,,,,
5447,2026-04-17 14:05:06,26.7,44.0,,,,
5448,2026-04-17 14:05:11,26.7,44.0,,,,
5449,2026-04-17 14:05:16,26.7,44.0,,,,
5450,2026-04-17 14:05:21,26.7,44.0,,,,
5451,2026-04-17 14:05:26,26.7,44.0,,,,
5452,2026-04-17 14:05:31,26.7,44.0,,,,
5453,2026-04-17 14:05:36,26.7,44.0,,,,
5454,2026-04-17 14:05:41,26.7,44.0,,,,
5455,2026-04-17 14:05:46,26.7,44.0,,,,
5456,2026-04-17 14:05:51,26.7,44.0,,,,
5457,2026-04-17 14:05:56,26.7,44.0,,,,
5458,2026-04-17 14:06:01,26.7,44.0,,,,
5459,2026-04-17 14:06:06,26.7,44.0,,,,
5460,2026-04-17 14:06:11,26.7,44.0,,,,
5461,2026-04-17 14:06:16,26.7,44.0,,,,
5462,2026-04-17 14:06:21,26.7,44.0,,,,
5463,2026-04-17 14:06:26,26.7,44.0,,,,
5464,2026-04-17 14:06:31,26.7,44.0,,,,
5465,2026-04-17 14:06:36,26.7,44.0,,,,
5466,2026-04-17 14:06:41,26.7,44.0,,,,
5467,2026-04-17 14:06:46,26.7,44.0,,,,
5468,2026-04-17 14:06:51,26.7,44.0,,,,
5469,2026-04-17 14:06:56,26.7,44.0,,,,
5470,2026-04-17 14:07:01,26.7,44.0,,,,
5471,2026-04-17 14:07:06,26.7,44.0,,,,
5472,2026-04-17 14:07:11,26.7,44.0,,,,
5473,2026-04-17 14:07:16,26.7,44.0,,,,
5474,2026-04-17 14:07:21,26.7,44.0,,,,
5475,2026-04-17 14:07:26,26.7,44.0,,,,
5476,2026-04-17 14:07:31,26.7,44.0,,,,
5477,2026-04-17 14:07:36,26.7,44.0,,,,
5478,2026-04-17 14:07:41,26.7,44.0,,,,
5479,2026-04-17 14:07:46,26.7,44.0,,,,
5480,2026-04-17 14:07:51,26.7,44.0,,,,
5481,2026-04-17 14:07:56,26.7,44.0,,,,
5482,2026-04-17 14:08:01,26.7,44.0,,,,
5483,2026-04-17 14:08:06,26.7,44.0,,,,
5484,2026-04-17 14:08:11,26.7,44.0,,,,
5485,2026-04-17 14:08:16,26.7,44.0,,,,
5486,2026-04-17 14:08:21,26.7,44.0,,,,
5487,2026-04-17 14:08:26,26.7,44.0,,,,
5488,2026-04-17 14:08:31,26.7,44.0,,,,
5489,2026-04-17 14:08:36,26.7,44.0,,,,
5490,2026-04-17 14:08:41,26.7,44.0,,,,
5491,2026-04-17 14:08:46,26.7,44.0,,,,
5492,2026-04-17 14:08:51,26.7,44.0,,,,
5493,2026-04-17 14:08:56,26.7,44.0,,,,
5494,2026-04-17 14:09:01,26.7,44.0,,,,
5495,2026-04-17 14:09:06,26.7,44.0,,,,
5496,2026-04-17 14:09:11,26.7,44.0,,,,
5497,2026-04-17 14:09:16,26.7,44.0,,,,
5498,2026-04-17 14:09:21,26.7,44.0,,,,
5499,2026-04-17 14:09:26,26.7,44.0,,,,
5500,2026-04-17 14:09:31,26.7,44.0,,,,
5501,2026-04-17 14:09:36,26.7,44.0,,,,
5502,2026-04-17 14:09:41,26.7,44.0,,,,
5503,2026-04-17 14:09:46,26.7,44.0,,,,
5504,2026-04-17 14:09:51,26.7,44.0,,,,
5505,2026-04-17 14:09:56,26.7,44.0,,,,
5506,2026-04-17 14:10:01,26.7,44.0,,,,
5507,2026-04-17 14:10:06,26.7,44.0,,,,
5508,2026-04-17 14:10:11,26.7,44.0,,,,
5509,2026-04-17 14:10:16,26.7,44.0,,,,
5510,2026-04-17 14:10:21,26.7,44.0,,,,
5511,2026-04-17 14:10:26,26.7,44.0,,,,
5512,2026-04-17 14:10:31,26.7,44.0,,,,
5513,2026-04-17 14:10:36,26.7,44.0,,,,
5514,2026-04-17 14:10:41,26.7,44.0,,,,
5515,2026-04-17 14:10:46,26.7,44.0,,,,
5516,2026-04-17 14:10:51,26.7,44.0,,,,
5517,2026-04-17 14:10:56,26.7,44.0,,,,
5518,2026-04-17 14:11:01,26.7,44.0,,,,
5519,2026-04-17 14:11:06,26.7,44.0,,,,
5520,2026-04-17 14:11:11,26.7,44.0,,,,
5521,2026-04-17 14:11:16,26.7,44.0,,,,
5522,2026-04-17 14:11:21,26.7,44.0,,,,
5523,2026-04-17 14:11:26,26.7,44.0,,,,
5524,2026-04-17 14:11:31,26.7,44.0,,,,
5525,2026-04-17 14:11:36,26.7,44.0,,,,
5526,2026-04-17 14:11:41,26.7,44.0,,,,
5527,2026-04-17 14:11:46,26.5,44.0,,,,
5528,2026-04-17 14:11:51,26.4,44.0,,,,
5529,2026-04-17 14:11:56,26.3,44.0,,,,
5530,2026-04-17 14:12:01,26.3,44.0,,,,
5531,2026-04-17 14:12:06,26.3,44.0,,,,
5532,2026-04-17 14:12:11,26.3,44.0,,,,
5533,2026-04-17 14:12:16,26.3,44.0,,,,
5534,2026-04-17 14:12:21,26.3,44.0,,,,
5535,2026-04-17 14:12:26,26.3,44.0,,,,
5536,2026-04-17 14:12:31,26.2,44.0,,,,
5537,2026-04-17 14:12:36,26.3,44.0,,,,
5538,2026-04-17 14:12:41,26.2,44.0,,,,
5539,2026-04-17 14:12:46,26.2,44.0,,,,
5540,2026-04-17 14:12:51,26.2,44.0,,,,
5541,2026-04-17 14:12:56,26.2,44.0,,,,
5542,2026-04-17 14:13:01,26.2,44.0,,,,
5543,2026-04-17 14:13:06,26.2,44.0,,,,
5544,2026-04-17 14:13:11,26.2,44.0,,,,
5545,2026-04-17 14:13:16,26.2,44.0,,,,
5546,2026-04-17 14:13:21,26.2,44.0,,,,
5547,2026-04-17 14:13:26,26.2,44.0,,,,
5548,2026-04-17 14:13:31,26.2,44.0,,,,
5549,2026-04-17 14:13:36,26.2,44.0,,,,
5550,2026-04-17 14:13:41,26.2,44.0,,,,
5551,2026-04-17 14:13:46,26.3,44.0,,,,
5552,2026-04-17 14:13:51,26.2,44.0,,,,
5553,2026-04-17 14:13:56,26.3,44.0,,,,
5554,2026-04-17 14:14:01,26.2,44.0,,,,
5555,2026-04-17 14:14:06,26.2,44.0,,,,
5556,2026-04-17 14:14:11,26.2,44.0,,,,
5557,2026-04-17 14:14:16,26.2,44.0,,,,
5558,2026-04-17 14:14:21,26.2,44.0,,,,
5559,2026-04-17 14:14:26,26.2,44.0,,,,
5560,2026-04-17 14:14:31,26.2,44.0,,,,
5561,2026-04-17 14:14:36,26.2,44.0,,,,
5562,2026-04-17 14:14:41,26.2,44.0,,,,
5563,2026-04-17 14:14:46,26.2,44.0,,,,
5564,2026-04-17 14:14:51,26.2,44.0,,,,
5565,2026-04-17 14:14:56,26.2,44.0,,,,
5566,2026-04-17 14:15:01,26.2,44.0,,,,
5567,2026-04-17 14:15:06,26.2,44.0,,,,
5568,2026-04-17 14:15:11,26.2,44.0,,,,
5569,2026-04-17 14:15:16,26.2,44.0,,,,
5570,2026-04-17 14:15:21,26.2,44.0,,,,
5571,2026-04-17 14:15:26,26.2,44.0,,,,
5572,2026-04-17 14:15:31,26.2,44.0,,,,
5573,2026-04-17 14:15:36,26.2,44.0,,,,
5574,2026-04-17 14:15:41,26.2,44.0,,,,
5575,2026-04-17 14:15:46,26.2,44.0,,,,
5576,2026-04-17 14:15:51,26.2,44.0,,,,
5577,2026-04-17 14:15:56,26.2,44.0,,,,
5578,2026-04-17 14:16:01,26.2,44.0,,,,
5579,2026-04-17 14:16:06,26.2,44.0,,,,
5580,2026-04-17 14:16:11,26.2,44.0,,,,
5581,2026-04-17 14:16:16,26.2,44.0,,,,
5582,2026-04-17 14:16:21,26.2,44.0,,,,
5583,2026-04-17 14:16:26,26.2,44.0,,,,
5584,2026-04-17 14:16:31,26.2,44.0,,,,
5585,2026-04-17 14:16:36,26.2,44.0,,,,
5586,2026-04-17 14:16:41,26.2,44.0,,,,
5587,2026-04-17 14:16:46,26.2,44.0,,,,
5588,2026-04-17 14:16:51,26.2,44.0,,,,
5589,2026-04-17 14:16:56,26.2,44.0,,,,
5590,2026-04-17 14:17:01,26.2,44.0,,,,
5591,2026-04-17 14:17:06,26.2,44.0,,,,
5592,2026-04-17 14:17:11,26.2,44.0,,,,
5593,2026-04-17 14:17:16,26.2,44.0,,,,
5594,2026-04-17 14:17:21,26.2,44.0,,,,
5595,2026-04-17 14:17:26,26.2,44.0,,,,
5596,2026-04-17 14:17:31,26.2,44.0,,,,
5597,2026-04-17 14:17:36,26.2,44.0,,,,
5598,2026-04-17 14:17:41,26.2,44.0,,,,
5599,2026-04-17 14:17:46,26.2,44.0,,,,
5600,2026-04-17 14:17:51,26.2,44.0,,,,
5601,2026-04-17 14:17:56,26.2,44.0,,,,
5602,2026-04-17 14:18:01,26.2,44.0,,,,
5603,2026-04-17 14:18:06,26.2,44.0,,,,
5604,2026-04-17 14:18:11,26.2,44.0,,,,
5605,2026-04-17 14:18:16,26.2,44.0,,,,
5606,2026-04-17 14:18:21,26.2,44.0,,,,
5607,2026-04-17 14:18:26,26.2,44.0,,,,
5608,2026-04-17 14:18:31,26.2,44.0,,,,
5609,2026-04-17 14:18:36,26.2,44.0,,,,
5610,2026-04-17 14:18:41,26.2,44.0,,,,
5611,2026-04-17 14:18:46,26.2,44.0,,,,
5612,2026-04-17 14:18:51,26.2,44.0,,,,
5613,2026-04-17 14:18:56,26.2,44.0,,,,
5614,2026-04-17 14:19:01,26.2,44.0,,,,
5615,2026-04-17 14:19:06,26.2,44.0,,,,
5616,2026-04-17 14:19:11,26.2,44.0,,,,
5617,2026-04-17 14:19:16,26.2,44.0,,,,
5618,2026-04-17 14:19:21,26.2,44.0,,,,
5619,2026-04-17 14:19:26,26.2,44.0,,,,
5620,2026-04-17 14:19:31,26.2,44.0,,,,
5621,2026-04-17 14:19:36,26.2,44.0,,,,
5622,2026-04-17 14:19:41,26.2,44.0,,,,
5623,2026-04-17 14:19:46,26.2,44.0,,,,
5624,2026-04-17 14:19:51,26.2,44.0,,,,
5625,2026-04-17 14:19:56,26.2,44.0,,,,
5626,2026-04-17 14:20:01,26.2,44.0,,,,
5627,2026-04-17 14:20:06,26.2,44.0,,,,
5628,2026-04-17 14:20:11,26.2,44.0,,,,
5629,2026-04-17 14:20:16,26.2,44.0,,,,
5630,2026-04-17 14:20:21,26.2,44.0,,,,
5631,2026-04-17 14:20:26,26.2,44.0,,,,
5632,2026-04-17 14:20:31,26.2,44.0,,,,
5633,2026-04-17 14:20:36,26.2,44.0,,,,
5634,2026-04-17 14:20:41,26.2,44.0,,,,
5635,2026-04-17 14:20:46,26.2,44.0,,,,
5636,2026-04-17 14:20:51,26.2,44.0,,,,
5637,2026-04-17 14:20:56,26.2,44.0,,,,
5638,2026-04-17 14:21:01,26.2,44.0,,,,
5639,2026-04-17 14:21:06,26.2,44.0,,,,
5640,2026-04-17 14:21:11,26.2,44.0,,,,
5641,2026-04-17 14:21:16,26.2,44.0,,,,
5642,2026-04-17 14:21:21,26.2,44.0,,,,
5643,2026-04-17 14:21:26,26.2,44.0,,,,
5644,2026-04-17 14:21:31,26.2,44.0,,,,
5645,2026-04-17 14:21:36,26.2,45.0,,,,
5646,2026-04-17 14:21:41,26.2,45.0,,,,
5647,2026-04-17 14:21:46,26.2,45.0,,,,
5648,2026-04-17 14:21:51,26.2,45.0,,,,
5649,2026-04-17 14:21:56,26.2,45.0,,,,
5650,2026-04-17 14:22:01,26.2,45.0,,,,
5651,2026-04-17 14:22:06,26.2,45.0,,,,
5652,2026-04-17 14:22:11,26.2,45.0,,,,
5653,2026-04-17 14:22:16,26.2,45.0,,,,
5654,2026-04-17 14:22:21,26.2,45.0,,,,
5655,2026-04-17 14:22:26,26.2,45.0,,,,
5656,2026-04-17 14:22:31,26.2,45.0,,,,
5657,2026-04-17 14:22:36,26.2,45.0,,,,
5658,2026-04-17 14:22:41,26.2,45.0,,,,
5659,2026-04-17 14:22:46,26.2,45.0,,,,
5660,2026-04-17 14:22:51,26.2,45.0,,,,
5661,2026-04-17 14:22:56,26.2,45.0,,,,
5662,2026-04-17 14:23:01,26.2,45.0,,,,
5663,2026-04-17 14:23:06,26.2,45.0,,,,
5664,2026-04-17 14:23:11,26.2,45.0,,,,
5665,2026-04-17 14:23:16,26.2,45.0,,,,
5666,2026-04-17 14:23:21,26.2,45.0,,,,
5667,2026-04-17 14:23:26,26.2,45.0,,,,
5668,2026-04-17 14:23:31,26.2,45.0,,,,
5669,2026-04-17 14:23:36,26.2,45.0,,,,
5670,2026-04-17 14:23:41,26.2,45.0,,,,
5671,2026-04-17 14:23:46,26.2,45.0,,,,
5672,2026-04-17 14:23:51,26.2,45.0,,,,
5673,2026-04-17 14:23:56,26.2,45.0,,,,
5674,2026-04-17 14:24:01,26.2,45.0,,,,
5675,2026-04-17 14:24:06,26.2,45.0,,,,
5676,2026-04-17 14:24:11,26.2,45.0,,,,
5677,2026-04-17 14:24:16,26.2,45.0,,,,
5678,2026-04-17 14:24:21,26.2,45.0,,,,
5679,2026-04-17 14:24:26,26.2,45.0,,,,
5680,2026-04-17 14:24:31,26.2,45.0,,,,
5681,2026-04-17 14:24:36,26.2,46.0,,,,
5682,2026-04-17 14:24:41,26.2,46.0,,,,
5683,2026-04-17 14:24:46,26.2,46.0,,,,
5684,2026-04-17 14:24:51,26.2,46.0,,,,
5685,2026-04-17 14:24:56,26.2,46.0,,,,
5686,2026-04-17 14:25:01,26.2,46.0,,,,
5687,2026-04-17 14:25:06,26.2,46.0,,,,
5688,2026-04-17 14:25:11,26.2,46.0,,,,
5689,2026-04-17 14:25:16,26.2,46.0,,,,
5690,2026-04-17 14:25:21,26.2,46.0,,,,
5691,2026-04-17 14:25:26,26.2,46.0,,,,
5692,2026-04-17 14:25:31,26.2,46.0,,,,
5693,2026-04-17 14:25:36,26.2,46.0,,,,
5694,2026-04-17 14:25:41,26.2,46.0,,,,
5695,2026-04-17 14:25:46,26.2,46.0,,,,
5696,2026-04-17 14:25:51,26.2,46.0,,,,
5697,2026-04-17 14:25:56,26.2,46.0,,,,
5698,2026-04-17 14:26:01,26.2,46.0,,,,
5699,2026-04-17 14:26:06,26.2,46.0,,,,
5700,2026-04-17 14:26:11,26.2,46.0,,,,
5701,2026-04-17 14:26:16,26.2,46.0,,,,
5702,2026-04-17 14:26:21,26.2,46.0,,,,
5703,2026-04-17 14:26:26,26.2,46.0,,,,
5704,2026-04-17 14:26:31,26.2,46.0,,,,
5705,2026-04-17 14:26:36,26.2,46.0,,,,
5706,2026-04-17 14:26:41,26.2,46.0,,,,
5707,2026-04-17 14:26:46,26.2,46.0,,,,
5708,2026-04-17 14:26:51,26.2,46.0,,,,
5709,2026-04-17 14:26:56,26.2,46.0,,,,
5710,2026-04-17 14:27:01,26.2,46.0,,,,
5711,2026-04-17 14:27:06,26.2,46.0,,,,
5712,2026-04-17 14:27:11,26.2,46.0,,,,
5713,2026-04-17 14:27:16,26.2,47.0,,,,
5714,2026-04-17 14:27:21,26.2,47.0,,,,
5715,2026-04-17 14:27:26,26.2,47.0,,,,
5716,2026-04-17 14:27:31,26.2,47.0,,,,
5717,2026-04-17 14:27:36,26.2,47.0,,,,
5718,2026-04-17 14:27:41,26.2,47.0,,,,
5719,2026-04-17 14:27:46,26.2,47.0,,,,
5720,2026-04-17 14:27:51,26.2,47.0,,,,
5721,2026-04-17 14:27:56,26.2,47.0,,,,
5722,2026-04-17 14:28:01,26.2,47.0,,,,
5723,2026-04-17 14:28:06,26.2,47.0,,,,
5724,2026-04-17 14:28:11,26.2,47.0,,,,
5725,2026-04-17 14:28:16,26.2,47.0,,,,
5726,2026-04-17 14:28:21,26.2,47.0,,,,
5727,2026-04-17 14:28:26,26.2,47.0,,,,
5728,2026-04-17 14:28:31,26.2,47.0,,,,
5729,2026-04-17 14:28:36,26.2,47.0,,,,
5730,2026-04-17 14:28:41,26.2,47.0,,,,
5731,2026-04-17 14:28:46,26.2,47.0,,,,
5732,2026-04-17 14:28:51,26.2,47.0,,,,
5733,2026-04-17 14:28:56,26.2,47.0,,,,
5734,2026-04-17 14:29:01,26.2,47.0,,,,
5735,2026-04-17 14:29:06,26.2,47.0,,,,
5736,2026-04-17 14:29:11,26.2,47.0,,,,
5737,2026-04-17 14:29:16,26.2,47.0,,,,
5738,2026-04-17 14:29:21,26.2,47.0,,,,
5739,2026-04-17 14:29:26,26.2,47.0,,,,
5740,2026-04-17 14:29:31,26.2,47.0,,,,
5741,2026-04-17 14:29:36,26.2,47.0,,,,
5742,2026-04-17 14:29:41,26.2,47.0,,,,
5743,2026-04-17 14:29:46,26.2,47.0,,,,
5744,2026-04-17 14:29:51,26.2,47.0,,,,
5745,2026-04-17 14:29:56,26.2,47.0,,,,
5746,2026-04-17 14:30:01,26.2,47.0,,,,
5747,2026-04-17 14:30:06,26.2,47.0,,,,
5748,2026-04-17 14:30:11,26.2,47.0,,,,
5749,2026-04-17 14:30:16,26.2,47.0,,,,
5750,2026-04-17 14:30:21,26.2,47.0,,,,
5751,2026-04-17 14:30:26,26.2,47.0,,,,
5752,2026-04-17 14:30:31,26.2,47.0,,,,
5753,2026-04-17 14:30:36,26.2,47.0,,,,
5754,2026-04-17 14:30:41,26.2,47.0,,,,
5755,2026-04-17 14:30:46,26.2,47.0,,,,
5756,2026-04-17 14:30:51,26.2,47.0,,,,
5757,2026-04-17 14:30:56,26.2,47.0,,,,
5758,2026-04-17 14:31:01,26.2,47.0,,,,
5759,2026-04-17 14:31:06,26.2,48.0,,,,
5760,2026-04-17 14:31:11,26.2,48.0,,,,
5761,2026-04-17 14:31:16,26.2,48.0,,,,
5762,2026-04-17 14:31:21,26.2,48.0,,,,
5763,2026-04-17 14:31:26,26.2,48.0,,,,
5764,2026-04-17 14:31:31,26.2,48.0,,,,
5765,2026-04-17 14:31:36,26.2,48.0,,,,
5766,2026-04-17 14:31:41,26.2,48.0,,,,
5767,2026-04-17 14:31:46,26.2,48.0,,,,
5768,2026-04-17 14:31:51,26.2,48.0,,,,
5769,2026-04-17 14:31:56,26.2,48.0,,,,
5770,2026-04-17 14:32:01,26.2,48.0,,,,
5771,2026-04-17 14:32:06,26.2,48.0,,,,
5772,2026-04-17 14:32:11,26.2,48.0,,,,
5773,2026-04-17 14:32:16,26.2,48.0,,,,
5774,2026-04-17 14:32:21,26.2,48.0,,,,
5775,2026-04-17 14:32:26,26.2,48.0,,,,
5776,2026-04-17 14:32:31,26.2,48.0,,,,
5777,2026-04-17 14:32:36,26.2,48.0,,,,
5778,2026-04-17 14:32:41,26.2,48.0,,,,
5779,2026-04-17 14:32:46,26.2,48.0,,,,
5780,2026-04-17 14:32:51,26.2,48.0,,,,
5781,2026-04-17 14:32:56,26.2,48.0,,,,
5782,2026-04-17 14:33:01,26.2,48.0,,,,
5783,2026-04-17 14:33:06,26.2,48.0,,,,
5784,2026-04-17 14:33:11,26.2,48.0,,,,
5785,2026-04-17 14:33:16,26.2,48.0,,,,
5786,2026-04-17 14:33:21,26.2,48.0,,,,
5787,2026-04-17 14:33:26,26.2,48.0,,,,
5788,2026-04-17 14:33:31,26.2,48.0,,,,
5789,2026-04-17 14:33:36,26.2,48.0,,,,
5790,2026-04-17 14:33:41,26.2,48.0,,,,
5791,2026-04-17 14:33:46,26.2,48.0,,,,
5792,2026-04-17 14:33:51,26.2,48.0,,,,
5793,2026-04-17 14:33:56,26.2,48.0,,,,
5794,2026-04-17 14:34:01,26.2,48.0,,,,
5795,2026-04-17 14:34:06,26.2,48.0,,,,
5796,2026-04-17 14:34:11,26.2,48.0,,,,
5797,2026-04-17 14:34:16,26.2,48.0,,,,
5798,2026-04-17 14:34:21,26.2,48.0,,,,
5799,2026-04-17 14:34:26,26.2,48.0,,,,
5800,2026-04-17 14:34:31,26.2,48.0,,,,
5801,2026-04-17 14:34:36,26.2,48.0,,,,
5802,2026-04-17 14:34:41,26.2,48.0,,,,
5803,2026-04-17 14:34:46,26.2,48.0,,,,
5804,2026-04-17 14:34:51,26.2,48.0,,,,
5805,2026-04-17 14:34:56,26.2,49.0,,,,
5806,2026-04-17 14:35:01,26.2,49.0,,,,
5807,2026-04-17 14:35:06,26.2,49.0,,,,
5808,2026-04-17 14:35:11,26.2,49.0,,,,
5809,2026-04-17 14:35:16,26.2,49.0,,,,
5810,2026-04-17 14:35:21,26.2,49.0,,,,
5811,2026-04-17 14:35:26,26.2,49.0,,,,
5812,2026-04-17 14:35:31,26.2,49.0,,,,
5813,2026-04-17 14:35:36,26.2,49.0,,,,
5814,2026-04-17 14:35:41,26.2,49.0,,,,
5815,2026-04-17 14:35:46,26.2,49.0,,,,
5816,2026-04-17 14:35:51,26.2,49.0,,,,
5817,2026-04-17 14:35:56,26.2,49.0,,,,
5818,2026-04-17 14:36:01,26.2,49.0,,,,
5819,2026-04-17 14:36:06,26.2,49.0,,,,
5820,2026-04-17 14:36:11,26.2,49.0,,,,
